Game;Team;Player;#;Nation;Pos;Age;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ
Feyenoord vs. Celtic;Feyenoord;Luka Ivanušec;17;hr CRO;LW;24-297;88;0;0;0;0;1;0;0;0;44;2;0;0;0.0;0.0;0.0;1;1;26;33;78.8;5;36;5;3;1
Feyenoord vs. Celtic;Feyenoord;Leo Sauer;25;sk SVK;LW;17-277;2;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;4;4;100.0;0;4;0;0;0
Feyenoord vs. Celtic;Feyenoord;Igor Paixão;14;br BRA;RW;23-083;66;0;0;0;1;2;0;0;0;29;1;0;2;0.9;0.1;0.1;2;0;13;20;65.0;2;18;0;1;1
Feyenoord vs. Celtic;Feyenoord;Alireza Jahanbakhsh;7;ir IRN;RW;30-039;24;1;0;0;0;2;2;0;0;29;2;0;0;0.2;0.2;0.1;2;0;17;23;73.9;2;22;2;1;0
Feyenoord vs. Celtic;Feyenoord;Calvin Stengs;10;nl NED;AM;24-275;90;1;0;0;0;1;1;0;0;55;2;0;0;0.0;0.0;0.1;5;1;32;45;71.1;9;40;6;1;1
Feyenoord vs. Celtic;Feyenoord;Quinten Timber;8;nl NED;DM;22-094;72;0;0;0;0;0;0;1;0;38;1;1;2;0.0;0.0;0.0;3;1;21;28;75.0;3;16;2;4;2
Feyenoord vs. Celtic;Feyenoord;Ramiz Zerrouki;6;dz ALG;DM;25-116;18;0;0;0;0;0;0;0;0;17;1;0;0;0.0;0.0;0.0;0;0;16;16;100.0;3;14;1;0;0
Feyenoord vs. Celtic;Feyenoord;Mats Wieffer;20;nl NED;DM;23-307;90;0;0;0;0;2;0;0;0;91;2;3;1;0.1;0.1;0.0;5;1;65;75;86.7;4;54;1;3;1
Feyenoord vs. Celtic;Feyenoord;Quilindschy Hartman;5;nl NED;LB;21-309;90;0;0;0;0;1;0;0;0;89;3;1;1;0.0;0.0;0.0;4;0;66;80;82.5;4;47;2;0;0
Feyenoord vs. Celtic;Feyenoord;Dávid Hancko;33;sk SVK;CB;25-280;90;0;0;0;0;2;0;0;0;112;0;0;0;0.1;0.0;0.0;1;0;100;107;93.5;3;86;0;1;0
Feyenoord vs. Celtic;Feyenoord;Gernot Trauner;18;at AUT;CB;31-178;90;0;0;0;0;0;0;0;0;115;2;0;2;0.0;0.0;0.1;1;0;100;107;93.5;2;71;0;0;0
Feyenoord vs. Celtic;Feyenoord;Lutsharel Geertruida;4;nl NED;RB;23-063;90;0;0;0;0;0;0;0;0;81;1;1;0;0.0;0.0;0.0;1;0;71;78;91.0;8;58;1;3;2
Feyenoord vs. Celtic;Feyenoord;Timon Wellenreuther;22;de GER;GK;27-290;90;0;0;0;0;0;0;0;0;46;0;0;0;0.0;0.0;0.0;0;0;40;44;90.9;0;35;0;0;0
Feyenoord vs. Celtic;Celtic;Luis Enrique Palma;7;hn HON;FW;23-245;57;0;0;0;0;2;1;0;0;;;1;;;;;;;;;;;;;;
Feyenoord vs. Celtic;Celtic;Yang Hyunjun;13;kr KOR;RW;21-117;33;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;1;0;3;5;60.0;0;8;1;2;1
Feyenoord vs. Celtic;Celtic;Kyogo Furuhashi;8;jp JPN;FW;28-242;66;0;0;0;0;0;0;0;0;7;0;0;1;0.0;0.0;0.0;0;0;3;6;50.0;0;3;0;0;0
Feyenoord vs. Celtic;Celtic;Tomoki Iwata;24;jp JPN;FW;26-165;24;0;0;0;0;0;0;0;0;12;1;0;0;0.0;0.0;0.0;0;0;5;8;62.5;0;6;0;0;0
Feyenoord vs. Celtic;Celtic;Daizen Maeda;38;jp JPN;RW,LW;25-334;81;0;0;0;0;2;1;0;0;23;1;1;1;0.1;0.1;0.0;1;0;8;11;72.7;2;12;2;4;2
Feyenoord vs. Celtic;Celtic;Oh Hyeongyu;19;kr KOR;FW;22-160;9;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;
Feyenoord vs. Celtic;Celtic;Reo Hatate;41;jp JPN;LM;25-302;57;0;0;0;0;2;1;0;0;30;0;0;1;0.1;0.1;0.1;2;0;17;24;70.8;3;16;2;1;0
Feyenoord vs. Celtic;Celtic;Odin Thiago Holm;15;no NOR;MF;20-244;10;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;;;;;
Feyenoord vs. Celtic;Celtic;Callum McGregor;42;sct SCO;CM;30-097;90;0;0;0;0;1;0;1;0;48;1;2;2;0.0;0.0;0.0;1;0;29;37;78.4;2;25;0;1;1
Feyenoord vs. Celtic;Celtic;Matt O'Riley;33;dk DEN;RM;22-302;81;0;0;0;0;1;0;0;0;55;5;1;3;0.0;0.0;0.1;4;0;22;33;66.7;1;17;0;0;0
Feyenoord vs. Celtic;Celtic;Paulo Bernardo;28;pt POR;RM;21-238;9;0;0;0;0;0;0;0;0;10;0;1;0;0.0;0.0;0.0;0;0;4;4;100.0;0;3;0;0;0
Feyenoord vs. Celtic;Celtic;Greg Taylor;3;sct SCO;LB;25-318;90;0;0;0;0;0;0;0;0;55;2;0;0;0.0;0.0;0.0;0;0;42;51;82.4;5;20;2;2;1
Feyenoord vs. Celtic;Celtic;Liam Scales;5;ie IRL;CB;25-042;90;0;0;0;0;0;0;0;0;92;1;0;2;0.0;0.0;0.0;0;0;74;83;89.2;3;58;0;0;0
Feyenoord vs. Celtic;Celtic;Gustaf Lagerbielke;4;se SWE;CB;23-162;62;0;0;0;0;0;0;2;1;64;1;0;2;0.0;0.0;0.0;0;0;56;60;93.3;1;38;0;0;0
Feyenoord vs. Celtic;Celtic;Alistair Johnston;2;ca CAN;RB;24-346;90;0;0;0;0;0;0;0;0;65;5;1;3;0.0;0.0;0.0;0;0;36;50;72.0;0;22;0;4;1
Feyenoord vs. Celtic;Celtic;Joe Hart;1;eng ENG;GK;36-153;90;0;0;0;0;0;0;0;0;53;0;0;0;0.0;0.0;0.0;0;0;43;49;87.8;0;18;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Luuk de Jong;9;nl NED;FW;33-073;89;1;0;0;0;1;1;0;0;44;0;1;0;0.1;0.1;0.2;5;0;24;35;68.6;2;24;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Ricardo Pepi;14;us USA;FW;20-303;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Hirving Lozano;27;mx MEX;LW;28-101;89;0;0;0;0;6;3;1;0;46;2;0;3;0.3;0.3;0.0;1;0;22;28;78.6;2;36;5;3;1
PSV Eindhoven vs. Lens;PSV Eindhoven;Yorbe Vertessen;32;be BEL;LW;22-304;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Johan Bakayoko;11;be BEL;RW;20-202;90;0;1;0;0;4;0;0;0;47;1;0;0;0.2;0.2;0.2;4;1;21;32;65.6;2;30;4;5;3
PSV Eindhoven vs. Lens;PSV Eindhoven;Guus Til;20;nl NED;AM;25-321;65;0;0;0;0;1;1;0;0;19;2;0;1;0.0;0.0;0.1;2;0;12;14;85.7;1;11;1;2;1
PSV Eindhoven vs. Lens;PSV Eindhoven;Malik Tillman;10;us USA;AM;21-164;25;0;0;0;0;0;0;0;0;14;4;1;2;0.0;0.0;0.0;3;0;5;8;62.5;1;6;1;1;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Joey Veerman;23;nl NED;DM;24-354;65;0;0;0;0;1;1;0;0;55;2;1;1;0.1;0.1;0.1;3;0;32;44;72.7;6;26;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Ismael Saibari;34;ma MAR;DM;22-284;25;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;3;7;42.9;0;7;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Jerdy Schouten;22;nl NED;DM;26-300;90;0;0;0;0;0;0;0;0;60;3;2;3;0.0;0.0;0.1;3;1;37;50;74.0;5;28;0;3;1
PSV Eindhoven vs. Lens;PSV Eindhoven;Sergiño Dest;8;us USA;LB;23-005;90;0;0;0;0;1;1;0;0;57;3;0;1;0.0;0.0;0.0;1;0;31;41;75.6;3;23;1;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Olivier Boscagli;18;fr FRA;CB;25-355;90;0;0;0;0;0;0;0;0;64;2;3;2;0.0;0.0;0.0;0;0;31;49;63.3;3;24;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;André Ramalho;5;br BRA;CB;31-265;90;0;0;0;0;0;0;1;0;46;3;1;4;0.0;0.0;0.1;2;0;29;35;82.9;3;19;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Jordan Teze;3;nl NED;RB;24-039;90;0;0;0;0;0;0;0;0;55;1;0;0;0.0;0.0;0.0;1;0;40;50;80.0;7;32;0;0;0
PSV Eindhoven vs. Lens;PSV Eindhoven;Walter Benítez;1;ar ARG;GK;30-293;90;0;0;0;0;0;0;0;0;34;0;0;0;0.0;0.0;0.0;1;0;18;32;56.3;0;22;0;0;0
PSV Eindhoven vs. Lens;Lens;Elye Wahi;9;fr FRA;FW;20-310;81;0;0;0;0;2;0;1;0;21;0;0;0;0.1;0.1;0.0;1;0;10;13;76.9;1;12;1;3;0
PSV Eindhoven vs. Lens;Lens;Wesley Saïd;22;fr FRA;FW;28-203;9;0;0;0;0;1;0;0;0;7;1;0;0;0.0;0.0;0.1;4;0;4;5;80.0;1;5;1;1;1
PSV Eindhoven vs. Lens;Lens;Adrien Thomasson;28;fr FRA;AM;29-333;64;0;0;0;0;1;0;0;0;45;0;0;2;0.1;0.1;0.1;3;0;26;39;66.7;2;26;1;0;0
PSV Eindhoven vs. Lens;Lens;Angelo Fulgini;11;fr FRA;AM;27-080;26;0;0;0;0;2;1;0;0;20;1;0;0;0.6;0.6;0.0;1;0;9;16;56.3;1;7;1;0;0
PSV Eindhoven vs. Lens;Lens;Florian Sotoca;7;fr FRA;AM,WB;33-014;90;0;0;0;0;3;0;1;0;64;0;0;0;0.1;0.1;0.0;0;0;35;53;66.0;5;40;0;1;0
PSV Eindhoven vs. Lens;Lens;Nampalys Mendy;26;sn SEN;CM;31-138;65;0;0;0;0;0;0;0;0;34;1;2;0;0.0;0.0;0.0;2;0;21;26;80.8;1;17;0;1;0
PSV Eindhoven vs. Lens;Lens;Neil El Aynaoui;23;fr FRA;CM;22-129;25;0;0;0;0;0;0;0;0;6;1;0;1;0.0;0.0;0.0;0;0;2;2;100.0;0;2;0;0;0
PSV Eindhoven vs. Lens;Lens;Salis Abdul Samed;6;gh GHA;CM;23-227;90;0;0;0;0;1;0;0;0;57;1;1;2;0.1;0.1;0.1;3;0;37;46;80.4;3;35;1;0;0
PSV Eindhoven vs. Lens;Lens;Deiver Machado;3;co COL;WB;30-067;77;0;0;0;0;2;1;1;0;54;1;0;2;0.1;0.1;0.0;0;0;30;38;78.9;1;26;0;0;0
PSV Eindhoven vs. Lens;Lens;Massadio Haïdara;21;ml MLI;WB;30-341;13;0;0;0;0;0;0;0;0;7;0;0;1;0.0;0.0;0.0;0;0;2;5;40.0;0;4;2;0;0
PSV Eindhoven vs. Lens;Lens;Przemysław Frankowski;29;pl POL;WB;28-210;77;0;0;0;0;0;0;0;0;63;2;0;1;0.0;0.0;0.1;4;0;37;57;64.9;5;35;3;3;2
PSV Eindhoven vs. Lens;Lens;Morgan Guilavogui;27;gn GUI;AM,WB;25-243;12;0;0;0;0;1;0;2;1;10;0;0;0;0.1;0.1;0.0;2;0;4;7;57.1;0;5;0;0;0
PSV Eindhoven vs. Lens;Lens;Facundo Medina;14;ar ARG;CB;24-164;90;0;0;0;0;0;0;1;0;76;2;1;2;0.0;0.0;0.1;5;0;59;68;86.8;7;49;3;2;2
PSV Eindhoven vs. Lens;Lens;Kevin Danso;4;at AUT;CB;25-050;90;0;0;0;0;2;1;1;0;52;1;2;1;0.1;0.1;0.0;1;0;35;38;92.1;6;25;1;2;0
PSV Eindhoven vs. Lens;Lens;Jonathan Gradit;24;fr FRA;CB;30-349;90;0;0;0;0;0;0;1;0;61;3;4;2;0.0;0.0;0.0;2;0;35;47;74.5;5;26;1;0;0
PSV Eindhoven vs. Lens;Lens;Brice Samba;30;fr FRA;GK;29-197;90;0;0;0;0;0;0;0;0;51;0;0;0;0.0;0.0;0.0;0;0;36;49;73.5;0;37;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Meschak Elia;15;cd COD;FW,LW;26-044;90;1;0;0;0;2;1;0;0;28;0;0;0;0.1;0.1;0.2;3;0;10;16;62.5;0;20;5;6;2
Young Boys vs. RB Leipzig;Young Boys;Cedric Itten;9;ch SUI;FW;26-266;68;0;0;0;0;1;0;0;0;15;0;0;1;0.1;0.1;0.0;0;0;10;12;83.3;2;5;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Silvère Ganvoula M'Boussy;35;cg CGO;FW,RW;27-089;22;0;0;0;0;1;1;0;0;12;0;0;0;0.1;0.1;0.0;0;0;4;10;40.0;2;8;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Filip Ugrinic;7;ch SUI;CM;24-257;90;0;1;0;0;1;0;0;0;58;2;1;4;0.0;0.0;0.1;3;1;39;43;90.7;4;31;2;4;1
Young Boys vs. RB Leipzig;Young Boys;Sandro Lauper;30;ch SUI;CM;26-329;76;0;0;0;0;1;0;1;0;50;0;1;2;0.0;0.0;0.0;2;0;41;44;93.2;3;23;1;0;0
Young Boys vs. RB Leipzig;Young Boys;Darian Males;39;ch SUI;CM;22-139;14;0;0;0;0;0;0;0;0;9;0;0;1;0.0;0.0;0.0;0;0;7;8;87.5;0;3;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Cheikh Niasse;20;sn SEN;CM;23-243;84;0;0;0;0;0;0;0;0;53;1;5;2;0.0;0.0;0.0;0;0;31;40;77.5;1;27;0;3;2
Young Boys vs. RB Leipzig;Young Boys;Jean-Pierre Nsame;18;cm CMR;FW;30-141;6;0;0;0;0;0;0;0;0;5;1;0;0;0.0;0.0;0.0;0;0;1;4;25.0;0;1;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Ulisses Garcia;21;ch SUI;LB;27-251;76;0;0;0;0;1;0;0;0;73;0;1;3;0.0;0.0;0.0;4;1;47;60;78.3;4;43;2;6;2
Young Boys vs. RB Leipzig;Young Boys;Noah Persson;19;se SWE;LM,LB;20-065;14;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;1;0;5;11;45.5;1;9;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Loris Benito;23;ch SUI;CB;31-255;90;0;0;0;0;0;0;1;0;92;1;2;0;0.0;0.0;0.0;0;0;71;85;83.5;9;51;1;0;0
Young Boys vs. RB Leipzig;Young Boys;Mohamed Aly Camara;13;gn GUI;CB;26-022;90;0;0;0;0;0;0;0;0;87;2;4;5;0.0;0.0;0.0;0;0;60;71;84.5;4;47;1;1;1
Young Boys vs. RB Leipzig;Young Boys;Aurele Amenda;4;ch SUI;CB;20-050;90;0;0;0;0;1;1;0;0;58;0;0;1;0.0;0.0;0.0;0;0;46;53;86.8;2;24;0;0;0
Young Boys vs. RB Leipzig;Young Boys;Saidy Janko;17;gm GAM;RB;27-332;68;0;0;0;0;0;0;0;0;41;0;0;1;0.0;0.0;0.0;1;0;25;35;71.4;0;23;1;4;2
Young Boys vs. RB Leipzig;Young Boys;Lewin Blum;27;ch SUI;DF;22-069;22;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;
Young Boys vs. RB Leipzig;Young Boys;Anthony Racioppi;1;ch SUI;GK;24-262;90;0;0;0;0;0;0;0;0;44;0;0;0;0.0;0.0;0.0;0;0;30;40;75.0;0;23;0;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Yussuf Poulsen;9;dk DEN;FW;29-096;63;0;0;0;0;4;2;0;0;21;0;0;1;0.4;0.4;0.0;2;1;7;10;70.0;0;10;0;1;1
Young Boys vs. RB Leipzig;RB Leipzig;Benjamin Šeško;30;si SVN;FW;20-111;27;1;0;0;0;2;1;0;0;10;0;0;0;0.6;0.6;0.0;1;0;2;3;66.7;0;9;1;2;0
Young Boys vs. RB Leipzig;RB Leipzig;Loïs Openda;17;be BEL;FW;23-215;87;0;0;0;0;6;2;0;0;23;1;0;0;1.1;1.1;0.2;6;0;8;12;66.7;3;19;4;4;2
Young Boys vs. RB Leipzig;RB Leipzig;Christopher Lenz;3;de GER;CB,FW;28-362;3;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;0;1;0;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Emil Forsberg;10;se SWE;LM;31-331;79;0;0;0;0;3;0;1;0;26;3;1;2;0.2;0.2;0.0;2;0;10;15;66.7;2;15;1;2;2
Young Boys vs. RB Leipzig;RB Leipzig;Christoph Baumgartner;14;at AUT;LM,RM;24-049;11;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;7;9;77.8;0;9;1;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Kevin Kampl;44;si SVN;CM;32-345;90;0;1;0;0;0;0;1;0;59;4;0;2;0.0;0.0;0.2;6;1;37;43;86.0;4;38;2;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Xaver Schlager;24;at AUT;CM;25-356;90;1;0;0;0;1;1;0;0;57;2;0;1;0.0;0.0;0.4;2;0;37;48;77.1;5;38;2;1;1
Young Boys vs. RB Leipzig;RB Leipzig;Xavi Simons;20;nl NED;RM;20-151;87;0;0;0;0;3;1;1;0;50;1;1;1;0.2;0.2;0.2;10;1;27;38;71.1;2;34;7;5;5
Young Boys vs. RB Leipzig;RB Leipzig;Timo Werner;11;de GER;LM;27-197;3;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;0;3;0;0;0
Young Boys vs. RB Leipzig;RB Leipzig;David Raum;22;de GER;LB;25-150;90;0;1;0;0;0;0;0;0;69;3;0;1;0.0;0.0;0.7;3;1;41;60;68.3;1;30;1;1;0
Young Boys vs. RB Leipzig;RB Leipzig;Castello Lukeba;23;fr FRA;CB;20-276;90;0;0;0;0;0;0;0;0;55;0;1;2;0.0;0.0;0.0;0;0;41;49;83.7;2;37;3;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Mohamed Simakan;2;fr FRA;CB;23-139;90;1;0;0;0;1;1;1;0;60;2;1;0;0.1;0.1;0.0;1;0;42;52;80.8;2;25;0;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Benjamin Henrichs;39;de GER;RB;26-208;90;0;1;0;0;1;0;0;0;71;5;2;0;0.0;0.0;0.5;3;2;42;61;68.9;5;36;2;0;0
Young Boys vs. RB Leipzig;RB Leipzig;Janis Blaswich;21;de GER;GK;32-140;90;0;0;0;0;0;0;0;0;45;0;0;0;0.0;0.0;0.0;0;0;38;44;86.4;0;27;0;0;0
Milan vs. Paris Saint-Germain;Milan;Olivier Giroud;9;fr FRA;FW;37-038;90;1;1;0;0;3;2;0;0;31;0;0;1;0.3;0.3;0.0;2;1;12;19;63.2;1;16;1;0;0
Milan vs. Paris Saint-Germain;Milan;Rafael Leão;10;pt POR;LW;24-150;84;1;0;0;0;3;2;0;0;38;3;1;0;0.5;0.5;0.3;4;0;15;19;78.9;5;25;7;10;5
Milan vs. Paris Saint-Germain;Milan;Noah Okafor;17;ch SUI;LW;23-167;6;0;0;0;0;2;1;0;0;5;0;0;0;0.1;0.1;0.0;1;0;0;1;0.0;0;4;1;2;1
Milan vs. Paris Saint-Germain;Milan;Christian Pulisic;11;us USA;RW;25-050;89;0;0;0;0;2;0;0;0;43;3;0;1;0.1;0.1;0.0;3;1;23;30;76.7;5;28;4;2;2
Milan vs. Paris Saint-Germain;Milan;Alessandro Florenzi;42;it ITA;RW;32-241;1;0;0;0;0;0;0;0;0;4;2;0;1;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;0
Milan vs. Paris Saint-Germain;Milan;Ruben Loftus-Cheek;8;eng ENG;AM;27-288;90;0;0;0;0;2;0;0;0;30;1;0;0;0.3;0.3;0.1;7;0;16;23;69.6;4;24;5;8;5
Milan vs. Paris Saint-Germain;Milan;Yunus Musah;80;us USA;DM;20-343;83;0;0;0;0;1;1;1;0;24;0;1;1;0.2;0.2;0.0;1;0;14;18;77.8;2;17;1;1;0
Milan vs. Paris Saint-Germain;Milan;Rade Krunić;33;ba BIH;DM;30-031;7;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.1;1;0;1;1;100.0;0;1;0;0;0
Milan vs. Paris Saint-Germain;Milan;Tijjani Reijnders;14;nl NED;DM;25-101;90;0;0;0;0;1;0;0;0;40;1;0;1;0.0;0.0;0.1;3;0;28;33;84.8;2;29;1;1;1
Milan vs. Paris Saint-Germain;Milan;Theo Hernández;19;fr FRA;LB;26-032;90;0;1;0;0;1;1;0;0;42;2;0;0;0.0;0.0;0.2;2;1;17;28;60.7;1;24;0;4;0
Milan vs. Paris Saint-Germain;Milan;Malick Thiaw;28;de GER;CB;22-091;90;0;0;0;0;0;0;0;0;32;0;2;2;0.0;0.0;0.0;0;0;17;18;94.4;0;16;0;0;0
Milan vs. Paris Saint-Germain;Milan;Fikayo Tomori;23;eng ENG;CB;25-323;90;0;0;0;0;1;1;0;0;37;0;3;3;0.0;0.0;0.0;0;0;20;26;76.9;1;19;0;0;0
Milan vs. Paris Saint-Germain;Milan;Davide Calabria;2;it ITA;RB;26-336;90;0;0;0;0;0;0;0;0;54;5;0;1;0.0;0.0;0.2;4;0;27;39;69.2;5;28;0;1;0
Milan vs. Paris Saint-Germain;Milan;Mike Maignan;16;fr FRA;GK;28-127;90;0;0;0;0;0;0;0;0;31;0;0;0;0.0;0.0;0.0;3;0;23;29;79.3;0;23;0;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Randal Kolo Muani;23;fr FRA;FW;24-337;59;0;0;0;0;1;0;1;0;13;0;0;0;0.1;0.1;0.4;2;0;6;9;66.7;1;11;1;2;1
Milan vs. Paris Saint-Germain;Paris S-G;Gonçalo Ramos;9;pt POR;FW;22-140;31;0;0;0;0;1;0;0;0;11;1;0;0;0.1;0.1;0.0;2;0;7;7;100.0;1;9;0;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Kylian Mbappé;7;fr FRA;LW,FW;24-322;90;0;0;0;0;3;2;0;0;52;0;0;0;0.6;0.6;0.0;2;0;35;42;83.3;6;49;12;6;4
Milan vs. Paris Saint-Germain;Paris S-G;Ousmane Dembélé;10;fr FRA;RW,RM;26-176;90;0;0;0;0;5;2;0;0;57;1;0;0;0.2;0.2;0.3;5;0;23;43;53.5;9;52;15;5;3
Milan vs. Paris Saint-Germain;Paris S-G;Vitinha;17;pt POR;LM;23-267;59;0;0;0;0;1;1;1;0;53;0;0;2;0.0;0.0;0.1;2;0;45;49;91.8;3;35;1;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Lee Kang-in;19;kr KOR;LM,CM;22-261;31;0;0;0;0;1;0;0;0;34;1;0;0;0.1;0.1;0.0;2;0;25;31;80.6;4;26;2;1;1
Milan vs. Paris Saint-Germain;Paris S-G;Manuel Ugarte Ribeiro;4;uy URU;CM;22-210;59;0;0;0;0;0;0;1;0;24;2;3;0;0.0;0.0;0.0;1;0;11;11;100.0;0;16;1;3;1
Milan vs. Paris Saint-Germain;Paris S-G;Fabián Ruiz Peña;8;es ESP;CM,DM;27-218;31;0;0;0;0;0;0;0;0;33;1;1;0;0.0;0.0;0.0;0;0;27;29;93.1;2;26;0;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Warren Zaire-Emery;33;fr FRA;RM,LB;17-244;90;0;0;0;0;0;0;0;0;74;3;1;0;0.0;0.0;0.0;7;0;61;64;95.3;5;62;4;1;0
Milan vs. Paris Saint-Germain;Paris S-G;Lucas Hernández;21;fr FRA;LB;27-266;64;0;0;0;0;0;0;1;0;48;0;0;1;0.0;0.0;0.0;0;0;38;45;84.4;4;39;1;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Nordi Mukiele;26;fr FRA;LB,CB;26-006;26;0;0;0;0;0;0;0;0;28;0;0;0;0.0;0.0;0.0;1;0;25;26;96.2;5;25;1;1;0
Milan vs. Paris Saint-Germain;Paris S-G;Milan Škriniar;37;sk SVK;CB;28-269;88;1;0;0;0;2;1;1;0;110;3;0;2;0.4;0.4;0.1;1;0;94;99;94.9;6;87;1;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Bradley Barcola;29;fr FRA;LM;21-066;2;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;0;0;4;7;57.1;1;8;3;3;1
Milan vs. Paris Saint-Germain;Paris S-G;Marquinhos;5;br BRA;CB;29-177;90;0;1;0;0;1;0;0;0;89;0;0;0;0.0;0.0;0.4;1;1;79;86;91.9;8;81;3;0;0
Milan vs. Paris Saint-Germain;Paris S-G;Achraf Hakimi;2;ma MAR;RB;25-003;90;0;0;0;0;2;0;0;0;70;1;0;1;0.0;0.0;0.1;6;0;53;59;89.8;5;54;1;1;1
Milan vs. Paris Saint-Germain;Paris S-G;Gianluigi Donnarumma;99;it ITA;GK;24-255;90;0;0;0;0;0;0;0;0;26;0;0;0;0.0;0.0;0.0;0;0;21;22;95.5;0;13;0;0;0
Benfica vs. Real Sociedad;Benfica;Petar Musa;33;hr CRO;FW;25-234;45;0;0;0;0;1;0;0;0;14;3;0;0;0.1;0.1;0.0;0;0;8;8;100.0;0;3;0;0;0
Benfica vs. Real Sociedad;Benfica;Arthur;9;br BRA;FW;25-182;45;0;0;0;0;0;0;0;0;20;0;0;0;0.0;0.0;0.0;1;0;11;15;73.3;1;8;0;0;0
Benfica vs. Real Sociedad;Benfica;João Mário;20;pt POR;LW;30-278;45;0;0;0;0;0;0;0;0;21;0;0;0;0.0;0.0;0.0;2;0;14;17;82.4;1;11;1;1;0
Benfica vs. Real Sociedad;Benfica;Orkun Kökçü;10;tr TUR;CM;22-299;45;0;0;0;0;0;0;0;0;28;1;0;0;0.0;0.0;0.0;1;0;19;24;79.2;3;15;0;2;0
Benfica vs. Real Sociedad;Benfica;David Neres;7;br BRA;RW;26-235;68;0;0;0;0;4;1;0;0;34;2;0;1;0.2;0.2;0.0;2;0;15;19;78.9;2;22;2;3;2
Benfica vs. Real Sociedad;Benfica;Tiago Gouveia;47;pt POR;LW;22-128;22;0;0;0;0;1;1;0;0;6;0;0;0;0.0;0.0;0.0;0;0;1;2;50.0;0;4;1;3;1
Benfica vs. Real Sociedad;Benfica;Rafa Silva;27;pt POR;AM,RW,LW;30-160;90;0;0;0;0;1;0;0;0;33;2;1;0;0.1;0.1;0.0;2;0;16;23;69.6;4;20;0;4;1
Benfica vs. Real Sociedad;Benfica;Fredrik Aursnes;8;no NOR;DM,LM,RB;27-318;90;0;0;0;0;1;1;0;0;51;1;0;1;0.0;0.0;0.0;1;0;32;41;78.0;1;28;0;0;0
Benfica vs. Real Sociedad;Benfica;João Neves;87;pt POR;RM,DM;19-027;90;0;0;0;0;1;0;0;0;57;2;1;0;0.0;0.0;0.1;4;0;31;43;72.1;4;29;0;6;3
Benfica vs. Real Sociedad;Benfica;David Jurásek;13;cz CZE;LB;23-078;58;0;0;0;0;0;0;0;0;40;2;1;1;0.0;0.0;0.1;2;0;18;33;54.5;0;18;2;2;1
