Game;Team;Player;#;Nation;Pos;Age;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ
Arsenal vs. PSV Eindhoven;Arsenal;Leandro Trossard;19;be BEL;LW;28-290;57;1;1;0;0;1;1;0;0;34;0;1;1;0.1;0.1;0.4;3;1;19;27;70.4;3;24;4;1;0
Arsenal vs. PSV Eindhoven;Arsenal;Reiss Nelson;24;eng ENG;LW;23-284;33;0;1;0;0;3;0;0;0;32;0;0;0;0.2;0.2;0.1;5;1;24;25;96.0;3;28;4;2;1
Arsenal vs. PSV Eindhoven;Arsenal;Bukayo Saka;7;eng ENG;RW;22-015;68;1;1;0;0;1;1;0;0;43;0;0;2;0.3;0.3;0.3;3;1;26;35;74.3;3;30;5;3;2
Arsenal vs. PSV Eindhoven;Arsenal;Fabio Vieira;21;pt POR;RW;23-113;22;0;0;0;0;1;0;0;0;18;0;0;0;0.0;0.0;0.1;3;0;12;16;75.0;1;14;2;1;0
Arsenal vs. PSV Eindhoven;Arsenal;Kai Havertz;29;de GER;LM,FW;24-101;90;0;0;0;0;2;0;0;0;42;4;0;0;0.1;0.1;0.2;1;0;25;27;92.6;3;29;1;2;1
Arsenal vs. PSV Eindhoven;Arsenal;Declan Rice;41;eng ENG;CM;24-249;75;0;0;0;0;0;0;0;0;62;0;2;2;0.0;0.0;0.0;0;0;46;54;85.2;4;38;1;0;0
Arsenal vs. PSV Eindhoven;Arsenal;Jorginho;20;it ITA;CM;31-274;15;0;0;0;0;0;0;0;0;19;1;1;0;0.0;0.0;0.0;0;0;16;17;94.1;0;11;0;0;0
Arsenal vs. PSV Eindhoven;Arsenal;Martin Ødegaard;8;no NOR;RM;24-277;90;1;0;0;0;3;3;0;0;76;0;0;2;0.3;0.3;0.0;6;1;64;71;90.1;14;67;2;3;3
Arsenal vs. PSV Eindhoven;Arsenal;Oleksandr Zinchenko;35;ua UKR;LB;26-279;57;0;0;0;0;0;0;0;0;51;0;1;0;0.0;0.0;0.0;1;0;43;47;91.5;4;34;1;1;0
Arsenal vs. PSV Eindhoven;Arsenal;Takehiro Tomiyasu;18;jp JPN;LB;24-319;33;0;0;0;0;0;0;0;0;24;0;0;0;0.0;0.0;0.0;1;0;19;22;86.4;0;12;0;0;0
Arsenal vs. PSV Eindhoven;Arsenal;Gabriel Dos Santos;6;br BRA;CB;25-275;90;0;0;0;0;0;0;0;0;71;1;0;0;0.0;0.0;0.0;1;1;56;64;87.5;3;45;0;0;0
Arsenal vs. PSV Eindhoven;Arsenal;William Saliba;2;fr FRA;CB;22-180;90;0;0;0;0;0;0;0;0;80;1;1;0;0.0;0.0;0.0;0;0;62;70;88.6;0;60;0;1;1
Arsenal vs. PSV Eindhoven;Arsenal;Ben White;4;eng ENG;RB;25-347;90;0;0;0;0;0;0;1;0;73;1;0;1;0.0;0.0;0.6;4;0;62;64;96.9;7;52;1;2;2
Arsenal vs. PSV Eindhoven;Arsenal;David Raya;22;es ESP;GK;28-005;90;0;0;0;0;0;0;0;0;49;0;0;0;0.0;0.0;0.0;0;0;42;49;85.7;0;42;0;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Luuk de Jong;9;nl NED;FW;33-024;89;0;0;0;0;2;0;0;0;36;1;0;2;0.1;0.1;0.0;0;0;20;28;71.4;0;11;0;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Ricardo Pepi;14;us USA;FW;20-254;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Noa Lang;7;nl NED;LW;24-095;75;0;0;0;0;3;1;0;0;34;0;1;0;0.1;0.1;0.0;3;0;19;24;79.2;8;24;10;4;3
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Yorbe Vertessen;32;be BEL;LW;22-255;15;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;1;1;100.0;0;3;0;1;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Johan Bakayoko;11;be BEL;RW;20-153;65;0;0;0;0;3;2;0;0;41;1;0;2;0.2;0.2;0.2;3;0;20;29;69.0;1;26;2;2;1
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Hirving Lozano;27;mx MEX;RW;28-052;25;0;0;0;0;0;0;0;0;7;1;0;1;0.0;0.0;0.0;0;0;1;4;25.0;0;4;3;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Ismael Saibari;34;ma MAR;AM;22-235;65;0;0;0;0;2;1;0;0;28;0;0;1;0.2;0.2;0.0;1;0;17;21;81.0;2;18;0;3;3
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Malik Tillman;10;us USA;AM;21-115;25;0;0;0;0;0;0;1;0;10;1;0;1;0.0;0.0;0.0;0;0;3;5;60.0;0;3;0;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Joey Veerman;23;nl NED;DM;24-305;90;0;0;0;0;0;0;0;0;53;1;0;3;0.0;0.0;0.1;4;0;36;46;78.3;6;29;2;3;2
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Jerdy Schouten;22;nl NED;DM;26-251;90;0;0;0;0;0;0;1;0;47;4;1;1;0.0;0.0;0.1;4;0;34;39;87.2;6;25;0;1;1
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Sergiño Dest;8;us USA;LB;22-321;90;0;0;0;0;1;0;0;0;55;1;0;1;0.0;0.0;0.1;2;0;42;50;84.0;5;35;8;5;4
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Olivier Boscagli;18;fr FRA;CB;25-306;90;0;0;0;0;0;0;1;0;61;1;1;2;0.0;0.0;0.0;2;0;49;55;89.1;5;34;1;1;1
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Armel Bella Kotchap;6;de GER;CB;21-283;75;0;0;0;0;1;0;0;0;53;3;0;1;0.0;0.0;0.0;1;0;42;48;87.5;0;37;0;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;André Ramalho;5;br BRA;CB;31-216;15;0;0;0;0;0;0;0;0;9;1;0;1;0.0;0.0;0.0;0;0;5;6;83.3;1;6;0;0;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Jordan Teze;3;nl NED;RB;23-355;90;0;0;0;0;0;0;0;0;63;1;2;2;0.0;0.0;0.0;1;0;42;54;77.8;3;22;1;1;0
Arsenal vs. PSV Eindhoven;PSV Eindhoven;Walter Benítez;1;ar ARG;GK;30-244;90;0;0;0;0;0;0;0;0;37;0;0;0;0.0;0.0;0.0;0;0;27;34;79.4;0;22;0;0;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Ferrán Torres;7;es ESP;FW,LW;23-238;90;1;1;0;0;2;1;1;0;32;0;0;0;0.2;0.2;0.1;5;1;18;25;72.0;3;16;1;2;0
Barcelona vs. Shakhtar Donetsk;Barcelona;João Félix;14;pt POR;LW;23-349;74;0;0;0;0;2;1;0;0;36;1;0;0;0.1;0.1;0.0;1;0;19;26;73.1;3;24;2;3;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Marc Guiu;38;es ESP;FW;17-294;16;0;0;0;0;1;0;0;0;8;0;0;1;0.1;0.1;0.0;0;0;0;1;0.0;0;2;0;0;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Lamine Yamal;27;es ESP;RW;16-104;90;0;0;0;0;5;0;0;0;63;0;0;3;0.3;0.3;0.1;3;0;36;49;73.5;3;41;6;9;5
Barcelona vs. Shakhtar Donetsk;Barcelona;İlkay Gündoğan;22;de GER;LM;33-001;90;0;0;0;0;0;0;0;0;69;0;0;2;0.0;0.0;1.2;7;0;55;64;85.9;4;43;2;2;1
Barcelona vs. Shakhtar Donetsk;Barcelona;Oriol Romeu;18;es ESP;CM;32-031;90;0;0;0;0;1;0;0;0;46;1;0;1;0.1;0.1;0.5;1;0;36;40;90.0;2;22;1;2;1
Barcelona vs. Shakhtar Donetsk;Barcelona;Fermin López;32;es ESP;RM;20-167;81;1;1;0;0;5;2;0;0;60;1;0;2;1.6;1.6;0.2;6;1;37;45;82.2;8;30;2;7;3
Barcelona vs. Shakhtar Donetsk;Barcelona;Marc Casado;30;es ESP;RM;20-041;9;0;0;0;0;0;0;0;0;7;0;0;2;0.0;0.0;0.0;0;0;3;5;60.0;1;5;0;0;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Marcos Alonso;17;es ESP;LB;32-301;69;0;0;0;0;1;1;0;0;56;0;1;1;0.0;0.0;0.0;1;0;40;46;87.0;3;27;1;3;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Alejandro Balde;3;es ESP;LB;20-007;21;0;0;0;0;0;0;1;0;12;0;0;0;0.0;0.0;0.0;1;0;7;10;70.0;1;7;2;3;1
Barcelona vs. Shakhtar Donetsk;Barcelona;Iñigo Martínez;5;es ESP;CB;32-161;81;0;0;0;0;0;0;0;0;69;0;1;0;0.0;0.0;0.0;1;1;61;67;91.0;13;52;6;0;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Andreas Christensen;15;dk DEN;CB;27-198;9;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;0;2;0;0;0
Barcelona vs. Shakhtar Donetsk;Barcelona;Ronald Araújo;4;uy URU;CB;24-232;90;0;0;0;0;1;0;0;0;82;0;0;4;0.0;0.0;0.0;2;0;62;73;84.9;3;55;0;0;0
Barcelona vs. Shakhtar Donetsk;Barcelona;João Cancelo;2;pt POR;RB;29-151;90;0;0;0;0;1;1;0;0;98;0;2;3;0.1;0.1;0.1;4;0;69;83;83.1;6;50;2;8;3
Barcelona vs. Shakhtar Donetsk;Barcelona;Marc-André ter Stegen;1;de GER;GK;31-178;90;0;0;0;0;0;0;0;0;29;0;0;0;0.0;0.0;0.0;1;0;26;28;92.9;0;19;0;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Danylo Sikan;14;ua UKR;FW;22-192;69;0;0;0;0;0;0;0;0;30;2;0;2;0.0;0.0;0.0;0;0;16;20;80.0;1;12;1;2;2
Barcelona vs. Shakhtar Donetsk;Shakhtar;Kevin Kelsy;18;ve VEN;FW;19-090;21;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;1;0;2;2;100.0;0;3;0;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Dmytro Kryskiv;8;ua UKR;LW;23-019;62;0;0;0;0;0;0;1;0;28;0;0;1;0.0;0.0;0.0;1;0;20;23;87.0;0;23;3;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Newerton;39;br BRA;LW;18-144;28;0;0;0;0;1;0;0;0;8;1;0;0;0.0;0.0;0.0;0;0;3;4;75.0;2;5;1;2;2
Barcelona vs. Shakhtar Donetsk;Shakhtar;Oleksandr Zubkov;11;ua UKR;RW;27-083;90;0;0;0;0;1;0;0;0;38;1;0;0;0.0;0.0;0.0;2;0;23;33;69.7;2;29;5;1;1
Barcelona vs. Shakhtar Donetsk;Shakhtar;Heorhii Sudakov;10;ua UKR;AM,DM;21-054;90;1;0;0;0;2;1;0;0;58;1;0;1;0.4;0.4;0.1;6;1;40;52;76.9;7;47;4;2;2
Barcelona vs. Shakhtar Donetsk;Shakhtar;Taras Stepanenko;6;ua UKR;DM;34-078;89;0;0;0;0;3;0;0;0;64;5;1;2;0.3;0.3;0.0;2;0;41;49;83.7;5;39;2;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Eguinaldo;7;br BRA;AM;19-077;1;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;0;1;0.0;0;1;0;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Artem Bondarenko;21;ua UKR;DM;23-065;90;0;0;0;0;2;0;0;0;69;3;1;3;0.1;0.1;0.0;2;0;50;54;92.6;2;51;1;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Irakli Azarov;16;ge GEO;LB;21-246;90;0;1;0;0;2;0;0;0;62;2;0;1;0.0;0.0;0.6;2;1;44;54;81.5;1;39;1;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Mykola Matviyenko;22;ua UKR;CB;27-176;90;0;0;0;0;0;0;0;0;85;3;0;3;0.0;0.0;0.0;0;0;60;71;84.5;1;55;0;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Valerii Bondar;5;ua UKR;CB;24-240;90;0;0;0;0;0;0;1;0;58;3;3;2;0.0;0.0;0.0;0;0;38;42;90.5;1;33;0;0;0
Barcelona vs. Shakhtar Donetsk;Shakhtar;Yukhym Konoplia;26;ua UKR;RB;24-060;90;0;0;0;0;0;0;1;0;43;6;1;2;0.0;0.0;0.2;2;0;20;28;71.4;1;24;0;1;1
Barcelona vs. Shakhtar Donetsk;Shakhtar;Dmytro Riznyk;31;ua UKR;GK;24-268;90;0;0;0;0;0;0;0;0;41;0;0;0;0.0;0.0;0.0;0;0;30;38;78.9;0;24;0;0;0
Real Madrid vs. Braga;Real Madrid;Vinicius Júnior;7;br BRA;FW;23-119;90;1;1;0;0;2;1;0;0;50;1;0;0;0.3;0.3;1.7;7;1;26;35;74.3;5;41;9;5;1
Real Madrid vs. Braga;Real Madrid;Rodrygo;11;br BRA;FW;22-303;76;1;1;0;0;5;3;0;0;38;0;1;2;1.1;1.1;0.7;4;2;24;27;88.9;3;27;3;2;2
Real Madrid vs. Braga;Real Madrid;Joselu;14;es ESP;FW;33-226;14;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;1;1;100.0;0;1;0;0;0
Real Madrid vs. Braga;Real Madrid;Brahim Díaz;21;es ESP;AM;24-097;73;1;0;0;0;3;2;0;0;57;1;0;0;1.1;1.1;0.2;5;0;34;41;82.9;7;44;3;7;3
Real Madrid vs. Braga;Real Madrid;Luka Modrić;10;hr CRO;AM;38-060;17;0;0;0;0;0;0;0;0;14;0;0;0;0.0;0.0;0.0;0;0;12;14;85.7;4;12;1;0;0
Real Madrid vs. Braga;Real Madrid;Toni Kroos;8;de GER;LM;33-308;90;0;0;0;0;0;0;0;0;94;2;0;0;0.0;0.0;0.3;5;0;85;92;92.4;11;75;0;0;0
Real Madrid vs. Braga;Real Madrid;Eduardo Camavinga;12;fr FRA;CM;20-363;90;0;0;0;0;1;0;0;0;66;4;2;1;0.0;0.0;0.0;0;0;37;46;80.4;5;49;2;5;4
Real Madrid vs. Braga;Real Madrid;Federico Valverde;15;uy URU;RM;25-109;76;0;0;0;0;5;0;0;0;60;3;2;2;0.7;0.7;0.0;4;1;40;42;95.2;9;47;6;2;2
Real Madrid vs. Braga;Real Madrid;Nicolás Paz;32;ar ARG;RM;19-061;14;0;0;0;0;0;0;0;0;13;1;0;1;0.0;0.0;0.0;0;0;8;10;80.0;0;11;0;5;4
Real Madrid vs. Braga;Real Madrid;Ferland Mendy;23;fr FRA;LB;28-153;83;0;0;0;0;0;0;0;0;63;0;0;1;0.0;0.0;0.0;4;1;55;59;93.2;7;47;0;0;0
Real Madrid vs. Braga;Real Madrid;Fran Garcia;20;es ESP;LB;24-086;7;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;6;7;85.7;0;7;1;0;0
Real Madrid vs. Braga;Real Madrid;Nacho;6;es ESP;CB;33-294;90;0;0;0;0;1;1;0;0;60;2;1;0;0.1;0.1;0.0;0;0;50;53;94.3;4;46;0;0;0
Real Madrid vs. Braga;Real Madrid;Antonio Rüdiger;22;de GER;CB;30-250;90;0;0;0;0;1;0;0;0;59;2;1;0;0.0;0.0;0.0;1;0;51;54;94.4;1;46;0;1;0
Real Madrid vs. Braga;Real Madrid;Lucas Vázquez;17;es ESP;RB;32-130;73;0;1;0;0;0;0;1;0;42;0;0;0;0.0;0.0;0.2;2;1;30;37;81.1;2;29;1;1;1
Real Madrid vs. Braga;Real Madrid;Dani Carvajal;2;es ESP;RB;31-301;17;0;0;0;0;0;0;0;0;19;1;1;0;0.0;0.0;0.0;0;0;15;16;93.8;1;13;2;1;0
Real Madrid vs. Braga;Real Madrid;Andriy Lunin;13;ua UKR;GK;24-270;90;0;0;0;0;0;0;0;0;27;0;0;0;0.0;0.0;0.0;0;0;22;24;91.7;0;18;0;0;0
Real Madrid vs. Braga;Braga;Álvaro djaló;14;es ESP;FW,RW;24-084;76;0;0;0;1;0;0;0;0;24;2;0;0;0.8;0.0;0.0;0;0;13;15;86.7;1;14;2;6;4
Real Madrid vs. Braga;Braga;Simon Banza;23;cd COD;FW;27-087;14;0;0;0;0;1;0;0;0;7;0;0;0;0.0;0.0;0.0;0;0;4;5;80.0;0;8;0;0;0
Real Madrid vs. Braga;Braga;Bruma;7;pt POR;LW;29-015;76;0;0;0;0;1;1;0;0;46;1;1;0;0.0;0.0;0.0;2;0;25;33;75.8;4;39;4;6;2
Real Madrid vs. Braga;Braga;André Horta;10;pt POR;AM;27-001;14;0;0;0;0;0;0;0;0;20;2;0;0;0.0;0.0;0.0;2;0;14;16;87.5;1;16;1;1;0
Real Madrid vs. Braga;Braga;Ricardo Horta;21;pt POR;RW;29-054;61;0;0;0;0;0;0;0;0;37;2;0;0;0.0;0.0;0.1;2;0;25;30;83.3;3;27;1;1;1
Real Madrid vs. Braga;Braga;Abel Ruiz;9;es ESP;FW;23-284;29;0;0;0;0;1;1;0;0;15;0;0;0;0.3;0.3;0.0;1;0;12;13;92.3;0;10;0;0;0
Real Madrid vs. Braga;Braga;Rodrigo Zalazar;16;uy URU;LM;24-088;61;0;0;0;0;1;0;0;0;54;3;0;0;0.0;0.0;0.1;2;0;43;46;93.5;4;43;2;1;1
Real Madrid vs. Braga;Braga;Almoatasem Al Musrati;8;ly LBY;LM;27-216;29;0;0;0;0;1;1;0;0;42;0;2;0;0.0;0.0;0.0;0;0;33;35;94.3;2;29;0;0;0
Real Madrid vs. Braga;Braga;Vitor Carvalho;18;br BRA;CM;26-165;90;0;0;0;0;2;0;0;0;74;1;1;1;0.1;0.1;0.0;1;0;59;63;93.7;1;54;1;0;0
Real Madrid vs. Braga;Braga;João Moutinho;28;pt POR;RM;37-061;90;0;0;0;0;0;0;0;0;116;4;3;2;0.0;0.0;0.0;3;0;96;106;90.6;8;85;0;1;1
Real Madrid vs. Braga;Braga;Cristian Borja;26;co COL;LB;30-263;90;0;0;0;0;0;0;0;0;71;1;0;3;0.0;0.0;0.3;5;0;58;63;92.1;4;53;5;1;0
Real Madrid vs. Braga;Braga;Sikou Niakaté;4;ml MLI;CB;24-121;90;0;0;0;0;1;0;0;0;68;4;1;4;0.1;0.1;0.0;0;0;43;51;84.3;2;37;0;0;0
Real Madrid vs. Braga;Braga;José Fonte;6;pt POR;CB;39-321;90;0;0;0;0;0;0;0;0;48;2;0;2;0.0;0.0;0.0;0;0;38;40;95.0;0;24;0;1;1
Real Madrid vs. Braga;Braga;Victor Gomez;2;es ESP;RB;23-221;61;0;0;0;0;0;0;0;0;35;3;0;0;0.0;0.0;0.0;0;0;26;29;89.7;1;24;3;0;0
Real Madrid vs. Braga;Braga;Joe Mendes;17;se SWE;RB;20-312;29;0;0;0;0;0;0;0;0;29;0;2;1;0.0;0.0;0.0;0;0;21;26;80.8;1;22;5;1;1
Real Madrid vs. Braga;Braga;Matheus;1;br BRA;GK;31-112;90;0;0;0;0;0;0;0;0;36;0;0;0;0.0;0.0;0.0;0;0;27;34;79.4;0;18;0;0;0
Arsenal vs. Sevilla;Arsenal;Leandro Trossard;19;be BEL;FW;28-339;80;1;0;0;0;2;1;0;0;30;1;0;1;0.6;0.6;0.0;0;0;19;23;82.6;5;21;1;0;0
Arsenal vs. Sevilla;Arsenal;Fabio Vieira;21;pt POR;FW,RM;23-162;10;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;4;6;66.7;1;4;0;0;0
Arsenal vs. Sevilla;Arsenal;Gabriel Martinelli;11;br BRA;LW;22-143;80;0;1;0;0;0;0;0;0;59;0;0;2;0.0;0.0;0.5;3;1;27;42;64.3;3;39;15;17;9
Arsenal vs. Sevilla;Arsenal;Reiss Nelson;24;eng ENG;LW;23-333;10;0;0;0;0;0;0;0;0;4;0;1;0;0.0;0.0;0.0;0;0;2;2;100.0;0;4;0;1;0
Arsenal vs. Sevilla;Arsenal;Bukayo Saka;7;eng ENG;RW;22-064;84;1;1;0;0;2;1;0;0;44;1;0;1;0.4;0.4;0.7;8;2;26;32;81.3;3;28;5;7;3
Arsenal vs. Sevilla;Arsenal;Jakub Kiwior;15;pl POL;LB;23-266;6;0;0;0;0;0;0;0;0;8;1;1;0;0.0;0.0;0.0;0;0;5;7;71.4;1;4;1;0;0
Arsenal vs. Sevilla;Arsenal;Declan Rice;41;eng ENG;LM;24-298;90;0;0;0;0;0;0;1;0;61;1;2;0;0.0;0.0;0.1;1;0;50;53;94.3;11;39;4;4;2
Arsenal vs. Sevilla;Arsenal;Jorginho;20;it ITA;CM;31-323;89;0;0;0;0;1;0;0;0;69;1;1;2;0.0;0.0;0.1;3;1;54;63;85.7;5;37;0;0;0
Arsenal vs. Sevilla;Arsenal;Mohamed Elneny;25;eg EGY;CM;31-120;1;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0;0;0;1;0.0;0;1;0;0;0
Arsenal vs. Sevilla;Arsenal;Kai Havertz;29;de GER;RM,FW;24-150;90;0;0;0;0;3;0;0;0;49;3;0;0;0.1;0.1;0.0;1;0;31;34;91.2;2;27;1;2;0
Arsenal vs. Sevilla;Arsenal;Takehiro Tomiyasu;18;jp JPN;LB;25-003;45;0;0;0;0;0;0;0;0;27;0;1;1;0.0;0.0;0.0;1;0;21;25;84.0;3;13;0;0;0
Arsenal vs. Sevilla;Arsenal;Oleksandr Zinchenko;35;ua UKR;LB,RW;26-328;45;0;0;0;0;1;1;1;0;42;2;0;0;0.1;0.1;0.0;0;0;31;38;81.6;6;18;2;0;0
Arsenal vs. Sevilla;Arsenal;Gabriel Dos Santos;6;br BRA;CB;25-324;90;0;0;0;0;1;0;0;0;63;0;0;0;0.2;0.2;0.0;0;0;47;55;85.5;5;36;0;0;0
Arsenal vs. Sevilla;Arsenal;William Saliba;2;fr FRA;CB;22-229;90;0;0;0;0;0;0;0;0;94;2;0;0;0.0;0.0;0.0;0;0;79;88;89.8;3;58;0;1;0
Arsenal vs. Sevilla;Arsenal;Ben White;4;eng ENG;RB;26-031;90;0;0;0;0;1;0;0;0;98;1;2;0;0.1;0.1;0.0;1;0;79;93;84.9;9;56;0;0;0
Arsenal vs. Sevilla;Arsenal;David Raya;22;es ESP;GK;28-054;90;0;0;0;0;0;0;0;0;24;0;0;0;0.0;0.0;0.0;0;0;17;23;73.9;0;15;0;0;0
Arsenal vs. Sevilla;Sevilla;Youssef En-Nesyri;15;ma MAR;FW;26-160;90;0;0;0;0;0;0;0;0;18;1;0;0;0.0;0.0;0.0;0;0;6;11;54.5;0;12;0;2;0
Arsenal vs. Sevilla;Sevilla;Adrià Pedrosa;3;es ESP;LW;25-179;75;0;0;0;0;0;0;0;0;18;2;0;0;0.0;0.0;0.0;0;0;6;12;50.0;0;12;0;1;0
Arsenal vs. Sevilla;Sevilla;Tanguy Nianzou;14;fr FRA;LB;21-154;15;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;6;7;85.7;1;2;0;0;0
Arsenal vs. Sevilla;Sevilla;Érik Lamela;17;ar ARG;RW,LM;31-249;90;0;0;0;0;0;0;0;0;31;4;2;1;0.0;0.0;0.0;0;0;14;20;70.0;2;16;3;0;0
Arsenal vs. Sevilla;Sevilla;Djibril Sow;18;ch SUI;AM;26-275;64;0;0;0;0;0;0;0;0;22;1;0;1;0.0;0.0;0.0;0;0;12;14;85.7;1;8;0;1;0
Arsenal vs. Sevilla;Sevilla;Ivan Rakitić;10;hr CRO;CM,AM;35-243;26;0;0;0;0;0;0;0;0;24;0;0;0;0.0;0.0;0.0;0;0;14;24;58.3;0;14;0;0;0
Arsenal vs. Sevilla;Sevilla;Fernando;20;br BRA;DM,CM;36-106;90;0;0;0;0;0;0;0;0;43;3;1;0;0.0;0.0;0.0;0;0;32;34;94.1;0;18;1;1;1
Arsenal vs. Sevilla;Sevilla;Joan Jordán;8;es ESP;DM;29-125;64;0;0;0;0;0;0;0;0;31;4;0;0;0.0;0.0;0.0;0;0;21;26;80.8;0;13;0;0;0
Arsenal vs. Sevilla;Sevilla;Boubakary Soumaré;24;fr FRA;DM;24-254;8;0;0;0;0;0;0;1;0;2;0;1;0;0.0;0.0;0.0;0;0;1;1;100.0;0;1;0;0;0
Arsenal vs. Sevilla;Sevilla;Mariano;12;do DOM;FW,DM;30-099;18;0;0;0;0;1;1;0;0;14;0;0;1;0.0;0.0;0.0;1;0;3;6;50.0;1;9;0;1;0
Arsenal vs. Sevilla;Sevilla;Kike Salas;27;es ESP;LB;21-199;75;0;0;0;0;0;0;0;0;44;2;2;0;0.0;0.0;0.0;0;0;21;34;61.8;1;15;0;0;0
Arsenal vs. Sevilla;Sevilla;Lucas Ocampos;5;ar ARG;RM;29-120;15;0;0;0;0;0;0;1;0;8;0;0;0;0.0;0.0;0.0;1;0;4;6;66.7;1;4;1;2;1
Arsenal vs. Sevilla;Sevilla;Nemanja Gudelj;6;rs SRB;CB;31-357;90;0;0;0;0;0;0;0;0;57;2;0;0;0.0;0.0;0.0;0;0;44;53;83.0;0;32;0;0;0
Arsenal vs. Sevilla;Sevilla;Loïc Bade;22;fr FRA;CB;23-211;90;0;0;0;0;0;0;0;0;58;4;1;0;0.0;0.0;0.0;0;0;38;47;80.9;0;34;0;0;0
Arsenal vs. Sevilla;Sevilla;Juanlu Sánchez;26;es ESP;RB;20-085;90;0;0;0;0;0;0;1;0;41;6;0;1;0.0;0.0;0.0;0;0;22;28;78.6;1;17;2;0;0
Arsenal vs. Sevilla;Sevilla;Marko Dmitrović;1;rs SRB;GK;31-288;90;0;0;0;0;0;0;0;0;42;0;0;0;0.0;0.0;0.0;0;0;27;41;65.9;0;20;0;0;0
Shakhtar Donetsk vs. Porto;Shakhtar;Kevin Kelsy;18;ve VEN;FW;19-054;64;1;0;0;0;1;1;0;0;15;1;0;0;0.1;0.1;0.0;0;0;9;9;100.0;1;10;0;0;0
Shakhtar Donetsk vs. Porto;Shakhtar;Artem Bondarenko;21;ua UKR;RM;23-029;26;0;0;0;0;0;0;0;0;23;0;1;0;0.0;0.0;0.0;1;0;19;23;82.6;0;22;0;0;0
Shakhtar Donetsk vs. Porto;Shakhtar;Danylo Sikan;14;ua UKR;LW,FW;22-156;80;0;0;0;0;0;0;1;0;21;1;0;0;0.0;0.0;0.0;1;0;11;16;68.8;2;17;2;4;1
Shakhtar Donetsk vs. Porto;Shakhtar;Eguinaldo;7;br BRA;FW;19-041;10;0;0;0;0;1;0;0;0;5;1;0;0;0.0;0.0;0.0;1;0;1;2;50.0;0;3;0;1;0
Shakhtar Donetsk vs. Porto;Shakhtar;Oleksandr Zubkov;11;ua UKR;RW;27-047;90;0;0;0;0;3;2;0;0;39;3;1;0;0.1;0.1;0.0;2;1;18;30;60.0;2;27;4;4;3
Shakhtar Donetsk vs. Porto;Shakhtar;Heorhii Sudakov;10;ua UKR;LM;21-018;90;0;0;0;0;3;0;0;0;48;0;1;0;0.2;0.2;0.1;3;0;33;39;84.6;6;39;2;3;0
Shakhtar Donetsk vs. Porto;Shakhtar;Taras Stepanenko;6;ua UKR;CM;34-042;64;0;0;0;0;0;0;1;0;24;1;1;0;0.0;0.0;0.0;0;0;18;19;94.7;0;16;0;0;0
